Index,0 [0x0][0x0],1 [0x0][0x4],2 [0x5][0x8],3 [0x3][0xc],4 [0x3][0xd],5 [0x3][0xe],6 [0x3][0xf],7 [0x19][0x14],8 [0x1a][0x14],9 [0x1b][0x14],10 [0x1c][0x14],11 [0x1d][0x14],12 [0x1e][0x14],13 [0x1f][0x14],14 [0x20][0x14],15 [0x19][0x15],16 [0x3][0x10],17 [0x1a][0x15],18 [0x3][0x11],19 [0x1b][0x15],20 [0x5][0xa],21 [0x1c][0x15],22 [0x1d][0x15],23 [0x3][0x12],24 [0x3][0x13],25 [0x1e][0x15]
1182,"도원결의","적에게 주는 물리 피해량이 증가한 상태.",12529,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,5,false
1183,"용의 오른눈","적에게 주는 피해량이 증가한 상태.",12581,0,1,16,0,false,false,false,false,false,false,false,false,false,100,true,0,true,0,false,false,0,0,false
1184,"용의 왼눈","용기사의 힘을 나누어 받아 적에게 주는 피해량이 증가한 상태.",12582,0,1,16,0,false,false,false,false,false,false,false,false,false,100,true,0,true,0,false,false,0,0,false
1185,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
1186,"천지인","인술의 재사용 대기 시간이 단축되는 상태.",12911,0,1,16,26,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,100,false
1187,"방랑 음악가의 담시곡","최대 HP가 증가하는 상태.",12612,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1188,"극대화율 증가","극대화 발동률이 증가한 상태.",12613,0,1,16,0,false,false,false,false,false,false,false,false,true,0,true,0,false,0,false,false,0,0,false
1189,"방랑 음악가의 찬가","물리 공격으로 받는 피해량이 감소하는 상태.",12614,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1190,"방랑 음악가의 무곡","마법 공격으로 받는 피해량이 감소하는 상태.",12615,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1191,"철벽 방어","받는 피해량이 일부 감소하는 상태.",13911,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1192,"재활","받는 회복마법의 HP 회복 효과가 향상된 상태.",13912,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
1193,"앙갚음","주는 피해량이 감소한 상태.",13901,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
1194,"간파","받아넘기기 발동률이 증가한 상태.",13902,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1195,"견제","힘과 민첩성이 감소한 상태.",13904,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
1196,"철책","물리 공격으로 받는 피해량이 감소하는 상태.",13905,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
1197,"책략가","TP가 서서히 회복되는 상태.",13906,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
1198,"생기","MP가 서서히 회복되는 상태.",13907,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
1199,"단체 질주","이동 속도가 향상된 상태. 전투 중에는 효과가 사라진다.",13908,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,true,0,false,false,0,0,false
1200,"맹독 화살","독에 중독되어 HP가 서서히 줄어드는 상태.",12616,0,2,1,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
1201,"폭풍 화살","바람속성 피해로 HP가 서서히 줄어드는 상태.",12617,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
1202,"대지신의 연가","받는 회복마법의 HP 회복 효과가 향상된 상태.",12618,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
1203,"정신 교란","지능과 정신력이 감소한 상태.",13917,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
1204,"자각몽","MP가 서서히 회복되는 상태.",13909,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1205,"화염 방사","전방 부채꼴 범위 안의 대상에게 지속 피해를 주는 상태.",13017,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,4,true,0,false,false,0,27,false
1206,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
1207,"자애","회복마법 회복량이 증가한 상태.",13910,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1208,"받는 피해 증가","받는 피해량이 증가한 상태.",15020,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1209,"거리 유지","일부를 제외한 밀쳐내기와 끌어당기기를 무효화하는 상태.<br>공격을 받으면 공격자에게 둔화를 부여한다.",13915,0,1,16,0,false,false,false,false,false,false,false,false,false,30,true,0,false,0,false,false,0,0,false
1210,"선더쟈","번개속성 피해로 HP가 서서히 줄어드는 상태.",12657,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
1211,"삼연속 마법","마법을 시전 시간 없이 실행할 수 있는 상태.",12658,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,19,false
1212,"루인라 강화","루인쟈를 실행할 수 있는 상태.",12685,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
1213,"에기의 가호","주는 피해량과 회복마법 회복량이 증가하고, 받는 피해량의 일부가 감소한 상태.",12681,0,1,16,0,false,false,false,false,false,false,false,false,false,50,true,23,true,0,false,false,0,0,false
1214,"바이오가","HP가 서서히 줄어드는 상태.",12682,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
1215,"미아즈가","HP가 서서히 줄어드는 상태.",12683,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
1216,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
1217,"실바람","MP 소모 없이 마법을 사용할 수 있는 상태.",12631,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,6,false,0,false,false,0,19,false
1218,"신성한 축복","받는 피해량의 일부가 감소하는 상태.",12632,0,1,16,0,false,false,false,false,false,false,false,false,false,60,true,0,false,0,false,false,0,12,false
1219,"성찰","백마도사의 '대사면'으로 HP를 회복할 수 있는 상태. ",18901,3,1,26,0,false,false,false,false,false,false,false,false,false,60,true,0,false,0,false,false,0,28,false
1220,"심모원려책","HP가 일정 이하가 되면 회복 효과가 발동하는 상태.",12808,0,1,16,0,false,false,false,false,false,false,false,false,false,60,true,0,false,0,false,false,0,25,false
1221,"연환계","받는 피해가 극대화될 확률이 증가하는 상태.",12809,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
1222,"요정의 결합","대상을 지속적으로 회복시키는 상태.",12810,0,1,16,0,false,true,true,false,false,false,false,true,true,100,true,0,true,0,false,false,0,0,false
1223,"결합 대상","요정에게서 지속 회복 효과를 받는 상태.",12811,0,1,16,0,false,false,false,false,false,false,false,true,true,100,true,0,true,0,false,false,0,0,false
1224,"별의 지배자","지상의 별을 발생시킨 상태.",13241,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
1225,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
1226,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
1227,"설풍","베기 저항이 떨어진 상태.",13303,0,2,17,0,false,false,false,false,false,false,true,false,false,50,true,0,false,0,false,false,0,0,false
1228,"피안화","HP가 서서히 줄어드는 상태.",13304,0,2,17,0,false,false,false,false,false,false,true,false,false,10,true,0,false,0,false,false,0,0,false
1229,"필살검: 회천","다음 무기 기술로 주는 피해량이 증가한 상태.",13305,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1230,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
1231,"묵상","검기가 지속적으로 증가하는 상태.",13306,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,4,false,0,false,false,0,27,false
1232,"심안","다음 1회의 받는 피해량이 일부 감소한 상태.",13307,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1233,"명경지수","무기 기술이 무조건 콤보로 판정되는 상태.",13309,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,21,false
1234,"버파이어 시전 가능","버파이어를 실행할 수 있는 상태.",13402,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1235,"버스톤 시전 가능","버스톤을 실행할 수 있는 상태.",13403,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1236,"제비오름 효과 향상","다음에 실행하는 제비오름의 위력이 증가한 상태.",13310,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1237,"흩뿌리기 효과 향상","다음 흩뿌리기 시전 시 흑마나와 백마나가 더 많이 축적되는 상태.",13404,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1238,"가속화","버파이어 시전 가능 또는 버스톤 시전 가능 효과의 발동 확률이 올라간 상태.",13405,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1239,"성원","마법 공격으로 주는 피해량이 증가한 상태.",18921,5,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1240,"필살검: 지천","받는 피해량이 감소하고, 적에게 반격 피해를 주는 상태.",14820,0,1,16,0,false,false,false,false,false,false,false,false,false,1,true,0,false,0,false,false,0,0,false
1241,"겨루기","대상에게 주는 피해량이 증가하고, 대상에게서 받는 피해량이 감소하는 상태.",14821,0,1,16,0,false,false,false,false,false,false,false,false,false,50,true,0,true,0,false,false,0,0,false
1242,"겨루기 대상","효과를 부여한 적마도사에게서 받는 피해량이 증가하고, 해당 적마도사에게 주는 피해량은 감소한 상태.",14822,0,2,17,0,false,false,false,false,false,false,false,false,false,50,true,0,true,0,false,false,0,0,false
1243,"환영 강타 시전 가능","환영 강타를 실행할 수 있는 상태.",12583,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1244,"질풍의 극의","질풍의 극의를 실행할 수 있는 상태.",12530,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1245,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
1246,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
1247,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
1248,"큰별의 지배자","지상의 별을 발생시킨 상태.",13242,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
1249,"연속 마법","다음에 사용하는 마법을 시전 시간 없이 실행할 수 있는 상태.",13406,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,true,0,false,false,0,0,false
1250,"진북","공격 방향 조건이 있는 기술이 어떤 방향에서나 성공하는 상태.",13903,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1251,"포탑 수리 중","포탑을 설치할 수 없는 상태.",13018,0,2,17,0,false,false,false,false,false,false,false,false,false,100,true,0,true,0,false,false,0,0,false
1252,"개안","심안이 성공한 상태.",13308,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1253,"표식","표적으로 점찍힌 상태.",15026,0,2,17,30,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0,false
1254,"빙결","몸이 얼어붙어, 행동이 불가능하고 HP가 서서히 줄어드는 상태.",15637,0,2,17,18,true,false,true,false,false,false,false,false,false,100,true,0,false,0,false,false,0,0,false
1255,"불속성 저항 감소[강]","불속성 저항이 크게 떨어진 상태.",15595,0,2,17,0,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0,false
1256,"부상","부상당해 적에게 주는 피해량이 떨어진 상태. 특정 공격으로 받는 피해량이 증가한다.",15763,0,2,17,35,false,false,false,false,false,false,false,true,true,100,true,0,false,0,false,false,0,25,false
1257,"강제 이동","지정된 방향으로 계속 이동하는 상태.",15773,0,2,17,0,true,false,true,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0,false
1258,"구속","행동이 불가능한 상태.",15003,0,2,17,0,false,true,false,false,false,false,false,true,true,100,true,0,false,0,false,false,0,0,false
1259,"노화","노인이 된 상태. 이동 속도가 감소한다.",15771,0,2,17,0,false,false,true,false,true,false,false,false,false,200,true,2,false,0,false,false,0,9,false
1260,"번개속성 저항 감소[강]","번개속성 저항이 크게 떨어진 상태.",15597,0,2,17,0,false,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0,false
1261,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
1262,"채집 HQ 획득률 증가 2(한정)","다음 채집 시 1회에 한해 HQ 획득률이 증가한 상태. HQ를 입수할 수 없는 상태가 부여되어 있거나, 채집물이 HQ가 존재하지 않는 아이템이면 효과가 없다.",16010,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
1263,"서서히 HP 회복","지속적으로 HP가 회복되는 상태.",12626,0,1,16,0,false,false,false,false,false,false,false,true,true,5,true,0,false,0,false,false,0,0,false
1264,"빛의 결의","빛의 전사로서 굳게 결의하여 자신의 한계를 초월한 상태.",15711,0,1,16,0,false,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0,false
1265,"빛의 결의","빛의 전사로서 굳게 결의하여 자신의 한계를 초월한 상태.",15711,0,1,16,0,false,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0,false
1266,"투명[강]","몸이 투명해져 마물의 공격을 받지 않는 상태.",16209,0,1,16,0,false,false,false,false,false,false,false,false,false,2,true,0,false,0,false,true,0,0,false
1267,"매달리기","대롱대롱 매달린 상태.",15764,0,1,16,0,true,false,true,true,false,false,false,true,true,100,true,20,true,0,false,false,3,0,false
1268,"이벤트 중","이벤트가 발생한 상태.",15765,0,1,0,27,false,false,true,true,false,false,false,true,true,100,true,0,true,0,false,false,0,0,false
1269,"행동 주의","효과가 끝날 때 자동 공격, 기술 사용, 이동 등 행동을 취하고 있으면 페널티를 받는 상태.",15747,0,2,17,0,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,23,false
1270,"재앙거품","재앙거품이 달라붙은 상태. 지속시간이 끝나기 전에 움직이면 큰 피해를 받는다.",15784,0,2,17,24,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,23,false
1271,"칼 막기","적의 칼을 막아내는 상태.",15785,0,2,0,0,true,false,true,true,false,false,false,true,true,0,true,4,false,0,false,false,0,0,false
1272,"베기 저항 감소[강]","베기 저항이 크게 떨어진 상태.",15826,0,2,17,0,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0,false
1273,"침몰","몸이 서서히 가라앉는 상태. 완전히 가라앉으면 전투불능이 된다.",15787,0,2,17,0,false,false,false,false,false,false,false,false,false,100,true,24,false,0,false,false,0,0,false
1274,"시련의 벌","시련에 실패하고 벌을 받은 상태. 2단계로 중첩되면 구속 상태로 변한다.",18841,2,2,17,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
1275,"화염 이외 반사","빙결속성과 뇌격속성의 힘이 깃든 공격을 반사하는 상태.",15788,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
1276,"빙결 이외 반사","뇌격속성과 화염속성의 힘이 깃든 공격을 반사하는 상태.",15789,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
1277,"뇌격 이외 반사","화염속성과 빙결속성의 힘이 깃든 공격을 반사하는 상태.",15790,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
1278,"화염속성","강력한 화염속성의 힘이 깃든 상태.",15791,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
1279,"빙결속성","강력한 빙결속성의 힘이 깃든 상태.",15792,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
1280,"뇌격속성","강력한 뇌격속성의 힘이 깃든 상태.",15793,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
1281,"라후 강화","오른팔 '라후'가 강화된 상태.",18801,3,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
1282,"케투 강화","왼팔 '케투'가 강화된 상태.",18821,3,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
1283,"혼란","혼란에 빠져 아군을 공격하는 상태.",15603,0,2,17,0,false,false,false,true,false,true,false,false,false,100,true,0,false,0,false,false,0,0,false
1284,"기술 실행 불가","기술을 실행할 수 없는 상태.",15045,0,2,17,0,false,false,false,false,false,false,false,true,true,100,true,19,false,0,false,false,0,24,false
1285,"채집 HQ 획득률 증가 2","감별력에 따라 HQ 획득률이 증가하는 상태. HQ를 입수할 수 없는 상태가 부여되어 있거나, 채집물이 HQ가 존재하지 않는 아이템이면 효과가 없다.",16011,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
1286,"채집 획득 수 증가 2(한정)","획득력에 따라 다음 채집 시 1회에 한해 획득 수가 증가하는 상태.",16012,0,1,16,0,false,false,false,false,false,false,false,true,true,0,true,0,true,0,false,false,0,0,false
1287,"포획","적에게 포획된 상태. 아무 행동도 할 수 없으며, HP가 서서히 줄어든다.",15564,0,2,17,0,true,false,true,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
1288,"돌발 임무 경험치 증가","돌발 임무 보수로 받는 경험치가 증가하는 상태.",16225,0,1,25,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
1289,"돌발 임무 경험치 증가","돌발 임무 보수로 받는 경험치가 증가하는 상태.",16226,0,1,25,0,false,false,false,false,false,false,false,true,true,0,true,0,false,0,false,false,0,0,false
1290,"락슈미 에테르","락슈미 에테르를 연소시킨 상태. 특정 공격으로 받는 피해를 감소시키거나, HP 회복 효과로 변환할 수 있다.",15766,0,1,16,32,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0,false
1291,"루인 계열 취약","루인 계열 마법으로 받는 피해량이 증가한 상태.",12684,0,2,17,0,false,false,false,false,false,false,true,false,false,0,true,0,false,0,false,false,0,0,false
1292,"아기 돼지","돼지로 변신한 상태. 기술 실행 불가.",15772,0,2,17,0,false,false,true,false,true,false,false,false,false,200,true,2,false,0,false,false,0,9,false
1293,"이동 명령: 전","이동 명령을 받은 상태. 효과가 끝나는 시점에 캐릭터가 향한 방향 기준으로, 앞으로 이동한다.",15774,0,2,17,0,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0,false
1294,"이동 명령: 후","이동 명령을 받은 상태. 효과가 끝나는 시점에 캐릭터가 향한 방향 기준으로, 뒤로 이동한다.",15775,0,2,17,0,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0,false
1295,"이동 명령: 좌","이동 명령을 받은 상태. 효과가 끝나는 시점에 캐릭터가 향한 방향 기준으로, 왼쪽으로 이동한다.",15776,0,2,17,0,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0,false
1296,"이동 명령: 우","이동 명령을 받은 상태. 효과가 끝나는 시점에 캐릭터가 향한 방향 기준으로, 오른쪽으로 이동한다.",15777,0,2,17,0,false,false,false,false,false,false,false,false,false,200,true,0,false,0,false,false,0,0,false
1297,"성원","물리 공격으로 주는 피해량이 증가하는 상태.",18941,5,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1298,"진풍","적에게 주는 피해량이 증가하는 상태.",13301,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1299,"사풍","자동 공격 주기 및 무기 기술의 재사용 대기 시간이 단축된 상태.",13302,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1300,"감싸기","대상 파티원의 피해를 대신 받는 상태.",12501,0,1,16,0,false,false,false,false,false,false,false,true,true,50,true,0,true,0,false,false,0,0,false
1301,"감싸기 대상","감싸기 시전자에게 보호받는 상태.",12502,0,1,16,0,false,false,false,false,false,false,false,true,true,50,true,0,true,0,false,false,0,0,false
1302,"천하무적","일부를 제외한 모든 피해를 무효화하는 상태.",12504,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,12,false
1303,"원초의 해방","기절, 수면, 속박, 과중력, 둔화, 침묵, 밀쳐내기 효과를 받지 않는 상태.",12556,0,1,16,29,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1304,"일대일 결투","일정 시간 동안 이동이 불가능해지며<br>일부 공격을 제외하고 피격 시 HP가 1 미만으로 떨어지지 않는 상태.<br>효과 중에는 공격을 받아도 이동 불가가 해제되지 않음.",10255,0,2,17,0,false,true,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1305,"일대일 결투 대상","이동이 불가능한 상태. 피해를 받아도 효과가 해제되지 않는다.",14824,0,2,17,0,false,true,false,false,false,false,true,false,false,0,true,0,false,0,false,false,0,0,false
1306,"최후의 생존자","받는 피해량이 증가하는 상태. 아드레날린 폭주에는 적용되지 않는다.",13105,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1307,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
1308,"흑야","일정량의 피해를 무효화하는 상태.",13118,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,12,false
1309,"파쇄권","지속 피해를 받으며, 시전자에게 받는 피해량이 증가하는 상태.",10218,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1310,"금강의 극의","일정량의 피해를 받으면 '금강의 결의'가 발동하는 상태.",12527,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,25,false
1311,"금강의 결의","주는 피해량이 증가하고 받는 피해량이 감소하는 상태.",12531,0,1,27,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1312,"꽃잎 폭풍","지속 피해를 받으며, 시전자에게 받는 피해량이 증가하는 상태.",10307,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1313,"그림자 송곳니","지속 피해를 받으며, 시전자에게 받는 피해량이 증가하는 상태.",10612,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1314,"마무리 일격","지속 피해를 받으며, 받는 피해량이 증가하는 상태.",14825,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1315,"잠행술","지속시간이 끝날 때까지 공격받지 않으면 '은신술'이 부여되는 상태.",14826,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1316,"은신술","몸을 숨긴 상태.",10607,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,1,false,0,false,true,0,2,false
1317,"삼인술","인술을 발동시킬 수 있는 상태.",12902,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1318,"설풍","시전자에게 받는 피해량이 증가하는 상태.",13303,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1319,"피안화","지속 피해를 받는 상태.",13304,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1320,"명경지수","조건에 관계없이 최종 콤보 기술을 쓸 수 있는 상태.",13309,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,21,false
1321,"맹독 화살","지속 피해를 받는 상태.",12616,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1322,"폭풍 화살","지속 피해를 받는 상태.",12617,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1323,"소이탄","효과 적용 중에 준 피해량의 일부가 축적되는 상태.",13011,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1324,"선더","지속 피해를 받는 상태.",10457,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1325,"신속한 마법","다음에 사용하는 마법을 시전 시간 없이 실행할 수 있는 상태.",10454,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1326,"바이오가","지속 피해를 받는 상태.",12682,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1327,"미아즈가","지속 피해를 받으며, 회복 마법으로 받는 HP 회복 효과가 저하되는 상태.",12683,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1328,"감전","번개속성 피해로 HP가 서서히 줄어드는 상태.",19041,16,2,17,0,false,false,false,false,false,false,false,false,false,10,true,0,false,0,false,false,0,0,false
1329,"","",0,0,0,0,0,false,false,false,false,false,false,false,false,false,0,false,0,false,0,false,false,0,0,false
1330,"리제네","지속적으로 HP가 회복되는 상태.",12626,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1331,"격려","일정량의 피해를 무효화하는 상태.",12801,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,12,false
1332,"찬찰라","미의 신 락슈미가 변덕을 부리는 상태.",15805,0,1,16,0,false,false,false,false,false,false,false,true,true,200,true,0,false,0,false,false,0,0,false
1333,"눈에는 눈","공격을 받으면 일정 확률로 공격자에게 주는 피해량 감소 효과를 부여하는 상태.",13918,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1334,"눈에는 눈","적에게 주는 피해량이 감소하는 상태.",13919,0,2,17,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1335,"시전 생략","다음에 사용하는 마법을 시전 시간 없이 실행할 수 있는 상태.",14827,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1336,"궁합","파티원에게 단일 대상 회복마법을 시전하면 궁합으로 연결된 대상을 추가로 회복한다.",13223,0,1,16,0,false,false,false,false,false,false,false,true,true,50,true,0,true,0,false,false,0,0,false
1337,"궁합 대상","효과를 부여한 점성술사가 파티원에게 단일 대상 회복마법을 시전하면 추가로 회복받는 상태.",13224,0,1,16,0,false,false,false,false,false,false,false,true,true,50,true,0,true,0,false,false,0,0,false
1338,"아제마의 균형","적에게 주는 피해량이 증가한 상태.",13204,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
1339,"세계수의 줄기","받는 피해량이 감소되는 상태.",13205,0,1,16,0,false,false,false,false,false,false,false,false,false,0,true,0,false,0,false,false,0,0,false
